"","mice","date_expe","BW","BT","EEDm","EENm","EREDm","FAT","FATPROP","FIDs","FINs","GLY","LEAN","LEANPROP","P0","P1","P3","RERDm","RERNm","STATUS","VCO2Dm","VCO2Nm","VO2Dm","VO2Nm","WIDs","WINs","XYDm","XYNm","ZDs","ZNs","DOB","DOD","AGE","REMAINTIME","XYTOTs","ZTOTs","XYZTOTs","XYZDs","XYZNs","XYDs","XYNs","RERTOTm","EETOTs","EEDs","EENs","FIDKCALs","FINKCALs","FITOTKCALs","WITOTs","EB","FAOX"
"193",23,2019-03-22,27.7,NA,NA,NA,NA,NA,NA,NA,NA,134,NA,NA,3.965,4.423,3.765,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,115,-321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194",23,2019-04-17,31.7,NA,0.446,0.553,0.424964646464646,3.264,13.4876033057851,0.525,3.38,142,19.225,79.4421487603306,3.897,11.28,8.029,0.836,1.002,"GROUPED",76.948,109.828,109.828,109.526,0.0670000000000004,3.395,1014.854,2480.396,476.866666666667,4196.93333333333,2018-11-27,2020-02-06,141,-295,41943,4673.8,46616.8,12655.1146666667,33961.6853333333,12178.248,29764.752,0.919,11.988,5.352,6.636,1.752975,11.28582,13.038795,3.462,1.050795,3.23676
"195",23,2019-06-05,34.4,37.8,NA,NA,NA,5.769,20.4574468085106,NA,NA,143,20.341,72.1312056737589,3.974,12.169,7.728,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,190,-246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196",23,2019-07-04,36.2,38.1,NA,NA,NA,7.981,25.0974842767296,NA,NA,127,21.812,68.5911949685535,3.937,10.514,7.062,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,219,-217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197",23,2019-07-30,36.6,37.2,NA,NA,NA,8.18,24.4910179640719,NA,NA,144,20.28,60.7185628742515,4.14,11.383,7.472,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,245,-191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",23,2019-08-14,31,36.7,NA,NA,NA,NA,NA,NA,NA,125,NA,NA,3.843,NA,7.462,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,260,-176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",23,2019-09-03,36.6,38.2,0.49696875,0.603666666666667,0.482689583333333,6.929,19.7971428571429,0.2375,2.69,133,21.608,61.7371428571429,3.899,13.592,11.903,0.788989583333333,0.919159722222222,"GROUPED",81.5086805555556,111.854166666667,111.854166666667,121.798611111111,1.30166666666667,2.52333333333333,709.090277777778,2477.55555555556,472.166666666667,5308,2018-11-27,2020-02-06,280,-156,38239.75,5780.16666666667,44019.9166666667,8981.25,35038.6666666667,8509.08333333333,29730.6666666667,0.854074652777778,13.207625,5.963625,7.244,0.7930125,8.98191,9.7749225,3.825,-3.4327025,6.42442421368635
"200",23,2019-09-17,31.3,37.6,NA,NA,NA,NA,NA,NA,NA,138,NA,NA,3.445,NA,6.979,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,294,-142,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",23,2019-10-04,37,36.5,0.513421875,0.645401041666667,0.501805555555556,7.482,23.9041533546326,0.1475,2.05,140,21.38,68.3067092651757,3.913,12.426,7.87,0.766163194444444,0.854364583333333,"GROUPED",82.2152777777778,112.9375,112.9375,132.057291666667,0.0325,2.15333333333333,437.041666666667,3122.9375,285.75,6585,2018-11-27,2020-02-06,311,-125,42719.75,6870.75,49590.5,5530.25,44060.25,5244.5,37475.25,0.810263888888889,13.905875,6.1610625,7.7448125,0.492502500000001,6.84495,7.3374525,2.18583333333333,-6.5684225,8.79482214699074
"202",23,2019-10-22,32.5,37.5,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,3.993,NA,8.029,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,329,-107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",23,2019-10-31,38.9,38,0.537591666666667,0.633276041666667,0.521200126262626,7.551,24.5162337662338,0.12,1.995,143,22.456,72.9090909090909,3.942,20.186,10.834,0.859861458333333,0.975041666666667,"GROUPED",94.7489583333333,123.114583333333,123.114583333333,126.135416666667,0.0469999999999999,3.0475,491.808333333333,1804.97916666667,182.5,3246.25,2018-11-27,2020-02-06,338,-98,27561.45,3428.75,30990.2,6084.2,24906,5901.7,21659.75,0.9174515625,14.0504125,6.4511,7.5993125,0.40068,6.661305,7.061985,3.0945,-6.9884275,3.8661319936849
"204",23,2019-11-18,32.8,38.1,NA,NA,NA,NA,NA,NA,NA,140,NA,NA,3.886,NA,8.645,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,356,-80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",23,2019-12-03,36.3,38.5,NA,NA,NA,NA,NA,NA,NA,145,NA,NA,4.562,11.02,8.927,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,371,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",23,2019-12-16,31.6,37,NA,NA,NA,7.86,22.5862068965517,NA,NA,130,23.57,67.7298850574713,3.637,12.075,6.441,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,384,-52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",23,2020-01-08,34.7,34.9,NA,NA,NA,9.64,29.0361445783132,NA,NA,119,20.79,62.6204819277108,3.628,17.053,9.703,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,407,-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",23,2020-01-30,21.8,33.8,NA,NA,NA,1.44,6.60550458715596,NA,NA,82,18.04,82.7522935779816,5.149,47.872,12.437,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-02-06,429,-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",24,2019-03-01,28.1,NA,NA,NA,NA,NA,NA,NA,NA,169,NA,NA,3.268,12.714,5.898,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,94,-262,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",24,2019-03-22,29.5,NA,NA,NA,NA,NA,NA,NA,NA,164,NA,NA,3.852,4.228,3.447,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,115,-241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",24,2019-04-17,34.5,NA,NA,NA,NA,4.182,16.0229885057471,NA,NA,154,20.499,78.5402298850575,4.526,11.091,7.827,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,141,-215,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",24,2019-06-05,35.9,37.3,NA,NA,NA,6.635,22.5680272108844,NA,NA,152,20.548,69.891156462585,6.002,12.731,8.059,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,190,-166,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",24,2019-07-04,36.3,38.1,NA,NA,NA,8.369,26.6528662420382,NA,NA,136,21.269,67.7356687898089,3.803,9.165,8.428,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,219,-137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",24,2019-07-30,36.4,36.7,0.525673611111111,0.606256944444444,0.503227272727273,7.236,21.3451327433628,0.326666666666666,3.68333333333333,124,22.15,65.3392330383481,4.049,13.432,13.138,0.832791666666667,0.965888888888889,"GROUPED",90.2013888888889,117,117,121.020833333333,0.113333333333333,3.33,646.75,1911.41666666667,690.333333333333,5394.66666666667,2018-11-27,2019-11-18,245,-111,30698,6085,36783,8451.33333333333,28331.6666666667,7761,22937,0.899340277777778,13.5831666666667,6.30808333333333,7.27508333333333,1.09074,12.29865,13.38939,3.44333333333333,-0.193776666666668,4.55759261188272
"215",24,2019-08-14,30.7,35.9,NA,NA,NA,NA,NA,NA,NA,132,NA,NA,5.457,NA,8.52,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,260,-96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",24,2019-09-03,36.3,38.2,0.575840277777778,0.685805555555556,0.544576388888889,9.63,27.5142857142857,0.853333333333334,4.36,126,23.07,65.9142857142857,3.618,10.193,9.106,0.875994791666667,0.9953125,"GROUPED",102.904513888889,135.527777777778,135.527777777778,136.006944444444,2.19416666666667,4.07,663.9375,2442.30555555556,645.666666666667,4635,2018-11-27,2019-11-18,280,-76,37274.9166666667,5280.66666666667,42555.5833333333,8612.91666666667,33942.6666666667,7967.25,29307.6666666667,0.935653645833333,15.13975,6.91008333333333,8.22966666666667,2.84928,14.55804,17.40732,6.26416666666667,2.26757,3.24729238498264
"217",24,2019-09-17,34.6,36.8,NA,NA,NA,NA,NA,NA,NA,143,NA,NA,3.69,NA,6.719,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,294,-62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",24,2019-10-04,37.3,36,0.519083333333333,0.608527777777778,0.485215277777778,8.286,24.734328358209,0.716666666666667,3.46,146,23.7,70.7462686567164,3.951,10.341,6.481,0.833743055555556,0.95475,"GROUPED",89.25,116.388888888889,116.388888888889,121.729166666667,0.273333333333334,3.19666666666667,739.083333333333,1861.91666666667,1781.33333333333,7245,2018-11-27,2019-11-18,311,-45,31212,9026.33333333333,40238.3333333333,10650.3333333333,29588,8869,22343,0.894246527777778,13.5313333333333,6.229,7.30233333333333,2.39295,11.55294,13.94589,3.47,0.414556666666664,4.76995161265433
"219",24,2019-10-22,34.2,37.6,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,3.906,NA,7.967,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,329,-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",24,2019-10-31,30.2,34.6,0.279701388888889,0.286618055555556,0.279666666666667,1.152,5.14285714285714,0.326666666666667,0.513333333333333,89,19.92,88.9285714285714,4.016,248.829,71.428,0.775972222222222,0.753784722222222,"GROUPED",44.2013888888889,45.2291666666667,45.2291666666667,60.0347222222222,0.6,0.95,398.75,541.722222222222,3926.33333333333,7325,2018-11-27,2019-11-18,338,-18,11285.6666666667,11251.3333333333,22537,8711.33333333333,13825.6666666667,4785,6500.66666666667,0.764878472222222,6.79583333333333,3.35641666666667,3.43941666666667,1.09074,1.71402,2.80476,1.55,-3.99107333333333,5.32615571952161
"221",24,2019-11-18,21.1,31.5,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,8.611,NA,NA,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-11-18,356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",25,2019-03-01,24.5,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,3.305,11.022,5.297,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-15,94,-198,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",25,2019-03-22,27.2,NA,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,4.146,8.659,3.634,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-15,115,-177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",25,2019-04-17,30.6,NA,0.493,0.551,NA,NA,NA,0.668333333333334,4.21,150,NA,NA,3.77,11.03,9.341,0.896,1.03,"GROUPED",89.833,111.906,111.906,108.531,0.03,0.01,1432.153,2159.25,1187,7330,2018-11-27,2019-09-15,141,-151,43096.836,8517,51613.836,18372.836,33241,17185.836,25911,0.963,12.528,5.916,6.612,2.231565,14.05719,16.288755,0.04,3.760755,1.54512
"225",25,2019-06-05,29.5,37.6,NA,NA,NA,3.736,14.2053231939163,NA,NA,133,20.347,77.3650190114068,3.735,10.37,9.476,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-15,190,-102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",25,2019-07-04,31.5,38.6,0.558,0.693,0.546,4.902,17.6330935251799,0.309166666666668,5.13,137,20.733,74.5791366906475,4.251,14.026,9.449,0.834,1.002,"GROUPED",96.017,137.611,137.611,137.16,0.0191666666666671,4.40666666666667,610.625,3219.583,307.65,4904.75,2018-11-27,2019-09-15,219,-73,45962.496,5212.4,51174.896,7635.15,43539.746,7327.5,38634.996,0.918,15.012,6.696,8.316,1.0323075,17.12907,18.1613775,4.42583333333333,3.1493775,4.10328
"227",25,2019-07-30,29.9,37.6,NA,NA,NA,8.18,28.1099656357388,NA,NA,113,20.28,69.6907216494845,4.256,10.824,7.043,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-15,245,-47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",25,2019-08-14,28.2,37.3,NA,NA,NA,NA,NA,NA,NA,156,NA,NA,4.259,NA,6.728,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-09-15,260,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",25,2019-09-03,25.4,34.7,0.237482638888889,0.2228125,0.228128787878788,1.033,4.69545454545455,0.00499999999999999,0,94,19.114,86.8818181818182,4.028,9.932,44.095,0.874980902777778,0.862618055555556,"GROUPED",42.4600694444444,39.375,39.375,45.5069444444444,0.8425,0.263333333333333,517.375,385.638888888889,20,28.25,2018-11-27,2019-09-15,280,-12,10836.1666666667,48.25,10884.4166666667,6228.5,4655.91666666667,6208.5,4627.66666666667,0.868799479166667,5.52354166666667,2.84979166666667,2.67375,0.016695,0,0.016695,1.10583333333333,-5.50684666666667,2.41563847837095
"230",26,2019-03-01,23.8,NA,NA,NA,NA,NA,NA,NA,NA,142,NA,NA,3.427,7.997,5.919,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,94,-322,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",26,2019-03-22,26.7,NA,NA,NA,NA,NA,NA,NA,NA,135,NA,NA,3.931,9.38,6.756,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,115,-301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",26,2019-04-17,28.2,NA,NA,NA,NA,4.08,17.2151898734177,NA,NA,140,17.85,75.3164556962025,3.867,11.135,8.237,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,141,-275,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",26,2019-06-05,29.76,36.8,0.385,0.483,0.363580808080808,3.777,15.7375,0.276666666666666,3.61333333333333,132,19.651,81.8791666666667,3.467,12.284,NA,0.851,1.002,"GROUPED",67.347,95.958,95.958,95.708,0.0533333333333334,2.75,516.194,1542.028,1788,8379,2018-11-27,2020-01-17,190,-226,24698.664,10167,34865.664,7982.328,26883.336,6194.328,18504.336,0.9265,10.416,4.62,5.796,0.923789999999998,12.06492,12.98871,2.80333333333333,2.57271,2.55192
"234",26,2019-07-04,29.3,36.5,NA,NA,NA,4.37,17.5502008032129,NA,NA,134,18.704,75.1164658634538,3.835,10.424,7.452,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,219,-197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",26,2019-07-30,30.1,37.2,NA,NA,NA,5.14,17.9094076655052,NA,NA,151,18.7,65.1567944250871,4.513,10.7,7.451,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,245,-171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",26,2019-08-14,25.1,36.6,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,4.181,NA,7.414,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,260,-156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",26,2019-09-03,29.6,37.5,0.463045138888889,0.561958333333333,0.449149884259259,5.396,19.9851851851852,0.675000000000001,3.66666666666667,148,20.033,74.1962962962963,4.266,28.895,7.413,0.859109375,1.02338194444444,"GROUPED",81.4461805555556,113.451388888889,113.451388888889,110.756944444444,1.43,3.21,509.111111111111,2209.88888888889,737.666666666667,5904,2018-11-27,2020-01-17,280,-136,32628,6641.66666666667,39269.6666666667,6847,32422.6666666667,6109.33333333333,26518.6666666667,0.941245659722222,12.3000416666667,5.55654166666667,6.7435,2.253825,12.243,14.496825,4.64,2.19678333333333,2.40893611171393
"238",26,2019-09-17,27.5,38.3,NA,NA,NA,NA,NA,NA,NA,154,NA,NA,3.713,NA,6.32,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,294,-122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",26,2019-10-04,28.4,35.9,0.434847222222222,0.539036458333333,0.416553819444444,4.961,18.5805243445693,0.2475,3.18,154,19.503,73.0449438202247,3.98,10.538,8.295,0.823637152777778,0.966104166666667,"GROUPED",73.8402777777778,103.942708333333,103.942708333333,107.598958333333,0.87,2.62,485.770833333333,1776.08333333333,466.75,5005,2018-11-27,2020-01-17,311,-105,27142.25,5471.75,32614,6296,26318,5829.25,21313,0.894870659722222,11.6866041666667,5.21816666666667,6.4684375,0.826402499999999,10.61802,11.4444225,3.49,-0.242181666666669,4.09534995376398
"240",26,2019-10-22,26.6,36.9,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,3.986,NA,7.095,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,329,-87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",26,2019-10-31,30.1,37.7,0.390045833333333,0.471984375,0.375866898148148,3.898,14.8778625954198,0.135,2.59,143,19.575,74.7137404580153,3.914,24.635,7.911,0.793345833333334,0.90971875,"GROUPED",64.2510416666667,86.9166666666667,86.9166666666667,95.3645833333333,0.0270000000000001,2.165,353.05,1488.45833333333,172.6,3276.25,2018-11-27,2020-01-17,338,-78,22098.1,3448.85,25546.95,4409.2,21137.75,4236.6,17861.5,0.851532291666667,10.3443625,4.68055,5.6638125,0.450765,8.64801,9.098775,2.192,-1.2455875,5.11934598181423
"242",26,2019-11-18,25.7,38.3,NA,NA,NA,NA,NA,NA,NA,117,NA,NA,3.929,NA,8.908,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,356,-60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",26,2019-12-03,28.7,38.1,NA,NA,NA,NA,NA,NA,NA,110,NA,NA,3.962,13.816,6.678,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,371,-45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",26,2019-12-16,27,38.3,NA,NA,NA,3.88,15.4581673306773,NA,NA,125,18.56,73.9442231075697,3.683,12.28,6.644,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,384,-32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",26,2020-01-08,27.7,34.8,NA,NA,NA,4.08,15,NA,NA,115,21.09,77.5367647058823,3.661,18.434,7.663,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2020-01-17,407,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",27,2019-03-01,26.2,NA,NA,NA,NA,NA,NA,NA,NA,119,NA,NA,3.507,10.197,5.876,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-05-09,94,-69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",27,2019-03-22,26.7,NA,NA,NA,NA,NA,NA,NA,NA,123,NA,NA,3.883,12.658,8.435,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-05-09,115,-48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",28,2019-03-01,23,NA,NA,NA,NA,NA,NA,NA,NA,137,NA,NA,3.614,6.673,5.488,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,94,-277,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249",28,2019-03-22,26.1,NA,NA,NA,NA,NA,NA,NA,NA,139,NA,NA,3.962,13.003,7.986,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,115,-256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"250",28,2019-04-17,27.7,NA,NA,NA,NA,3.56,15.4782608695652,NA,NA,142,17.58,76.4347826086956,4.62,11.316,8.143,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,141,-230,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",28,2019-06-05,25.61,36.9,NA,NA,NA,3.077,13.5550660792952,NA,NA,132,17.603,77.5462555066079,3.593,9.4,8.815,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,190,-181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252",28,2019-07-04,28.7,36.6,NA,NA,NA,4.393,18.2282157676349,NA,NA,136,17.879,74.1867219917012,4.176,10.578,7.598,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,219,-152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",28,2019-07-30,27.8,36.9,NA,NA,NA,5.83,21.3553113553114,NA,NA,142,18.91,69.2673992673993,4.567,11.656,8.427,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,245,-126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",28,2019-08-14,26.4,37,NA,NA,NA,NA,NA,NA,NA,127,NA,NA,4.418,NA,7.772,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,260,-111,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",28,2019-09-03,28.6,37.8,0.470447916666667,0.541381944444444,0.460462962962963,3.776,14.5230769230769,0.118333333333333,3.04666666666667,138,18.791,72.2730769230769,4.462,11.38,7.508,0.817046875,0.950513888888889,"GROUPED",79.4913194444444,103.152777777778,103.152777777778,108.423611111111,1.26583333333333,2.56666666666667,445.1875,1682.19444444444,560,5590,2018-11-27,2019-12-03,280,-91,25528.5833333333,6150,31678.5833333333,5902.25,25776.3333333333,5342.25,20186.3333333333,0.883780381944444,12.1419583333333,5.645375,6.49658333333333,0.395115,10.17282,10.567935,3.8325,-1.57402333333333,4.70377919982157
"256",28,2019-09-17,24.8,37.9,NA,NA,NA,NA,NA,NA,NA,124,NA,NA,3.791,NA,7.407,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,294,-77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",28,2019-10-04,28.3,36.5,0.470236111111111,0.552555555555556,0.455965277777778,5.233,19.309963099631,0.476666666666667,3.30666666666667,137,20.24,74.6863468634686,4.085,10.664,6.698,0.846125,0.9705,"GROUPED",81.8472222222222,107.097222222222,107.097222222222,110.138888888889,0.0266666666666665,2.92,524.888888888889,1737.83333333333,558.333333333333,6602,2018-11-27,2019-12-03,311,-60,27152.6666666667,7160.33333333333,34313,6857,27456,6298.66666666667,20854,0.9083125,12.2735,5.64283333333333,6.63066666666667,1.59159,11.04096,12.63255,2.94666666666667,0.359050000000002,3.7510884375
"258",28,2019-10-22,26.2,37.3,NA,NA,NA,NA,NA,NA,NA,120,NA,NA,4.024,NA,7.47,NA,NA,"GROUPED",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-11-27,2019-12-03,329,-42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
